Year,Region,Indicator,Characteristic,Age,Cases,Rate,RSE,LowerConfidenceInterval,UpperConfidenceInterval,Denominator
2013,ACT,Babies by gestational age,37 to 41 weeks,0,"4,888",91.2,0.4,90.4,92,"5,360"
2013,ACT,Babies by gestational age,42 or more weeks,0,43,0.8,15.2,0.6,1,"5,360"
2014,ACT,Babies by gestational age,Less than 37 weeks,0,444,8,4.6,7.3,8.8,"5,530"
2014,ACT,Babies by gestational age,37 to 41 weeks,0,"5,051",91.3,0.4,90.6,92.1,"5,530"
2014,ACT,Babies by gestational age,42 or more weeks,0,35,0.6,16.8,0.4,0.8,"5,530"
2015,ACT,Babies by gestational age,Less than 37 weeks,0,431,7.8,4.6,7.1,8.5,"5,532"
2015,ACT,Babies by gestational age,37 to 41 weeks,0,"5,073",91.7,0.4,91,92.4,"5,532"
2015,ACT,Babies by gestational age,42 or more weeks,0,28,0.5,18.9,0.3,0.7,"5,532"
2016,ACT,Babies by gestational age,Less than 37 weeks,0,474,8.3,4.4,7.6,9.1,"5,685"
2016,ACT,Babies by gestational age,37 to 41 weeks,0,"5,196",91.4,0.4,90.7,92.1,"5,685"
2016,ACT,Babies by gestational age,42 or more weeks,0,15,0.3,25.8,0.1,0.4,"5,685"
2017,ACT,Babies by gestational age,Less than 37 weeks,0,443,8.2,4.6,7.5,9,"5,386"
2017,ACT,Babies by gestational age,37 to 41 weeks,0,"4,919",91.3,0.4,90.6,92.1,"5,386"
2017,ACT,Babies by gestational age,42 or more weeks,0,24,0.4,20.4,0.3,0.6,"5,386"
2018,ACT,Babies by gestational age,Less than 37 weeks,0,416,8.1,4.7,7.3,8.8,"5,149"
2018,ACT,Babies by gestational age,37 to 41 weeks,0,"4,720",91.7,0.4,90.9,92.4,"5,149"
2018,ACT,Babies by gestational age,42 or more weeks,0,13,0.3,27.7,0.1,0.4,"5,149"
2019,ACT,Babies by gestational age,Less than 37 weeks,0,405,7.5,4.8,6.8,8.2,"5,399"
2019,ACT,Babies by gestational age,37 to 41 weeks,0,"4,974",92.1,0.4,91.4,92.8,"5,399"
2019,ACT,Babies by gestational age,42 or more weeks,0,20,0.4,22.3,0.2,0.5,"5,399"
2020,ACT,Babies by gestational age,Less than 37 weeks,0,365,7,5,6.3,7.7,"5,204"
2020,ACT,Babies by gestational age,37 to 41 weeks,0,"4,824",92.7,0.4,92,93.4,"5,204"
2020,ACT,Babies by gestational age,42 or more weeks,0,15,0.3,25.8,0.1,0.4,"5,204"
2001,ACT,First time mothers by age,,15 to 19,103,6.1,9.5,5,7.3,"1,682"
2001,ACT,First time mothers by age,,20 to 24,289,17.2,5.4,15.4,19,"1,682"
2001,ACT,First time mothers by age,,25 to 29,596,35.4,3.3,33.2,37.7,"1,682"
2001,ACT,First time mothers by age,,30 to 34,486,28.9,3.8,26.7,31.1,"1,682"
2001,ACT,First time mothers by age,,35 to 39,173,10.3,7.2,8.8,11.7,"1,682"
2001,ACT,First time mothers by age,,40+,35,2.1,16.7,1.4,2.8,"1,682"
2002,ACT,First time mothers by age,,15 to 19,123,6.8,8.7,5.6,8,"1,812"
2002,ACT,First time mothers by age,,20 to 24,282,15.6,5.5,13.9,17.2,"1,812"
2002,ACT,First time mothers by age,,25 to 29,606,33.4,3.3,31.3,35.6,"1,812"
2002,ACT,First time mothers by age,,30 to 34,561,31,3.5,28.8,33.1,"1,812"
2002,ACT,First time mothers by age,,35 to 39,199,11,6.7,9.5,12.4,"1,812"
2002,ACT,First time mothers by age,,40+,41,2.3,15.4,1.6,3,"1,812"
2003,ACT,First time mothers by age,,15 to 19,98,5.3,9.8,4.2,6.3,"1,864"
2003,ACT,First time mothers by age,,20 to 24,305,16.4,5.2,14.7,18,"1,864"
2003,ACT,First time mothers by age,,25 to 29,605,32.5,3.3,30.3,34.6,"1,864"
2003,ACT,First time mothers by age,,30 to 34,611,32.8,3.3,30.6,34.9,"1,864"
2003,ACT,First time mothers by age,,35 to 39,207,11.1,6.6,9.7,12.5,"1,864"
2003,ACT,First time mothers by age,,40+,38,2,16.1,1.4,2.7,"1,864"
2004,ACT,First time mothers by age,,15 to 19,104,5.8,9.5,4.7,6.9,"1,793"
2004,ACT,First time mothers by age,,20 to 24,287,16,5.4,14.3,17.7,"1,793"
2004,ACT,First time mothers by age,,25 to 29,552,30.8,3.5,28.6,32.9,"1,793"
2004,ACT,First time mothers by age,,30 to 34,583,32.5,3.4,30.4,34.7,"1,793"
2004,ACT,First time mothers by age,,35 to 39,230,12.8,6.2,11.3,14.4,"1,793"
2004,ACT,First time mothers by age,,40+,37,2.1,16.3,1.4,2.7,"1,793"
2005,ACT,First time mothers by age,,15 to 19,92,5.1,10.2,4,6.1,"1,818"
2005,ACT,First time mothers by age,,20 to 24,271,14.9,5.6,13.3,16.5,"1,818"
2005,ACT,First time mothers by age,,25 to 29,557,30.6,3.5,28.5,32.8,"1,818"
2005,ACT,First time mothers by age,,30 to 34,616,33.9,3.3,31.7,36.1,"1,818"
2005,ACT,First time mothers by age,,35 to 39,247,13.6,5.9,12,15.2,"1,818"
2005,ACT,First time mothers by age,,40+,35,1.9,16.7,1.3,2.6,"1,818"
2006,ACT,First time mothers by age,,15 to 19,91,4.6,10.2,3.6,5.5,"1,992"
2006,ACT,First time mothers by age,,20 to 24,291,14.6,5.4,13.1,16.2,"1,992"
2006,ACT,First time mothers by age,,25 to 29,646,32.4,3.2,30.4,34.5,"1,992"
2006,ACT,First time mothers by age,,30 to 34,640,32.1,3.3,30.1,34.2,"1,992"
2006,ACT,First time mothers by age,,35 to 39,285,14.3,5.5,12.8,15.8,"1,992"
2006,ACT,First time mothers by age,,40+,39,2,15.9,1.4,2.6,"1,992"
2007,ACT,First time mothers by age,,15 to 19,100,4.9,9.8,4,5.8,"2,043"
2007,ACT,First time mothers by age,,20 to 24,323,15.8,5.1,14.2,17.4,"2,043"
2007,ACT,First time mothers by age,,25 to 29,671,32.8,3.2,30.8,34.9,"2,043"
2007,ACT,First time mothers by age,,30 to 34,650,31.8,3.2,29.8,33.8,"2,043"
2007,ACT,First time mothers by age,,35 to 39,262,12.8,5.8,11.4,14.3,"2,043"
2007,ACT,First time mothers by age,,40+,37,1.8,16.3,1.2,2.4,"2,043"
2008,ACT,First time mothers by age,,15 to 19,78,3.8,11.1,3,4.6,"2,058"
2008,ACT,First time mothers by age,,20 to 24,295,14.3,5.4,12.8,15.8,"2,058"
2008,ACT,First time mothers by age,,25 to 29,674,32.8,3.2,30.7,34.8,"2,058"
2008,ACT,First time mothers by age,,30 to 34,661,32.1,3.2,30.1,34.1,"2,058"
2008,ACT,First time mothers by age,,35 to 39,294,14.3,5.4,12.8,15.8,"2,058"
2008,ACT,First time mothers by age,,40+,56,2.7,13.2,2,3.4,"2,058"
2009,ACT,First time mothers by age,,15 to 19,101,4.6,9.7,3.8,5.5,"2,178"
2009,ACT,First time mothers by age,,20 to 24,309,14.2,5.3,12.7,15.6,"2,178"
2009,ACT,First time mothers by age,,25 to 29,707,32.5,3.1,30.5,34.4,"2,178"
2009,ACT,First time mothers by age,,30 to 34,722,33.1,3,31.2,35.1,"2,178"
2009,ACT,First time mothers by age,,35 to 39,287,13.2,5.5,11.8,14.6,"2,178"
2009,ACT,First time mothers by age,,40+,52,2.4,13.7,1.8,3,"2,178"
2010,ACT,First time mothers by age,,15 to 19,81,3.8,10.9,3,4.6,"2,142"
2010,ACT,First time mothers by age,,20 to 24,299,14,5.4,12.5,15.4,"2,142"
2010,ACT,First time mothers by age,,25 to 29,710,33.1,3.1,31.2,35.1,"2,142"
2010,ACT,First time mothers by age,,30 to 34,700,32.7,3.1,30.7,34.7,"2,142"
2010,ACT,First time mothers by age,,35 to 39,293,13.7,5.4,12.2,15.1,"2,142"
2010,ACT,First time mothers by age,,40+,59,2.8,12.8,2.1,3.4,"2,142"
2011,ACT,First time mothers by age,,15 to 19,93,4.3,10.1,3.4,5.1,"2,183"
2011,ACT,First time mothers by age,,20 to 24,285,13.1,5.5,11.6,14.5,"2,183"
2011,ACT,First time mothers by age,,25 to 29,713,32.7,3.1,30.7,34.6,"2,183"
2011,ACT,First time mothers by age,,30 to 34,756,34.6,2.9,32.6,36.6,"2,183"
2011,ACT,First time mothers by age,,35 to 39,269,12.3,5.7,10.9,13.7,"2,183"
2011,ACT,First time mothers by age,,40+,67,3.1,12,2.4,3.8,"2,183"
2012,ACT,First time mothers by age,,15 to 19,89,3.7,10.4,3,4.5,"2,398"
2012,ACT,First time mothers by age,,20 to 24,314,13.1,5.3,11.7,14.4,"2,398"
2012,ACT,First time mothers by age,,25 to 29,838,34.9,2.8,33,36.8,"2,398"
2012,ACT,First time mothers by age,,30 to 34,808,33.7,2.9,31.8,35.6,"2,398"
2012,ACT,First time mothers by age,,35 to 39,279,11.6,5.6,10.4,12.9,"2,398"
2012,ACT,First time mothers by age,,40+,70,2.9,11.8,2.2,3.6,"2,398"
2013,ACT,First time mothers by age,,15 to 19,74,3,11.4,2.4,3.7,"2,433"
2013,ACT,First time mothers by age,,20 to 24,276,11.3,5.7,10.1,12.6,"2,433"
2013,ACT,First time mothers by age,,25 to 29,820,33.7,2.8,31.8,35.6,"2,433"
2013,ACT,First time mothers by age,,30 to 34,923,37.9,2.6,36,39.9,"2,433"
2013,ACT,First time mothers by age,,35 to 39,283,11.6,5.6,10.4,12.9,"2,433"
2013,ACT,First time mothers by age,,40+,57,2.3,13.1,1.7,2.9,"2,433"
2014,ACT,First time mothers by age,,15 to 19,69,2.7,11.9,2.1,3.4,"2,516"
2014,ACT,First time mothers by age,,20 to 24,291,11.6,5.5,10.3,12.8,"2,516"
2014,ACT,First time mothers by age,,25 to 29,904,35.9,2.7,34.1,37.8,"2,516"
2014,ACT,First time mothers by age,,30 to 34,877,34.9,2.7,33,36.7,"2,516"
2014,ACT,First time mothers by age,,35 to 39,298,11.8,5.4,10.6,13.1,"2,516"
2014,ACT,First time mothers by age,,40+,77,3.1,11.2,2.4,3.7,"2,516"
2015,ACT,First time mothers by age,,15 to 19,55,2.2,13.3,1.7,2.8,"2,445"
2015,ACT,First time mothers by age,,20 to 24,296,12.1,5.4,10.8,13.4,"2,445"
2015,ACT,First time mothers by age,,25 to 29,783,32,2.9,30.2,33.9,"2,445"
2015,ACT,First time mothers by age,,30 to 34,903,36.9,2.6,35,38.8,"2,445"
2015,ACT,First time mothers by age,,35 to 39,336,13.7,5.1,12.4,15.1,"2,445"
2015,ACT,First time mothers by age,,40+,72,2.9,11.6,2.3,3.6,"2,445"
2016,ACT,First time mothers by age,,15 to 19,41,1.7,15.5,1.2,2.2,"2,466"
2016,ACT,First time mothers by age,,20 to 24,259,10.5,5.9,9.3,11.7,"2,466"
2016,ACT,First time mothers by age,,25 to 29,808,32.8,2.9,30.9,34.6,"2,466"
2016,ACT,First time mothers by age,,30 to 34,930,37.7,2.6,35.8,39.6,"2,466"
2016,ACT,First time mothers by age,,35 to 39,363,14.7,4.8,13.3,16.1,"2,466"
2016,ACT,First time mothers by age,,40+,65,2.6,12.2,2,3.3,"2,466"
2017,ACT,First time mothers by age,,15 to 19,51,2.2,13.8,1.6,2.8,"2,327"
2017,ACT,First time mothers by age,,20 to 24,235,10.1,6.2,8.9,11.3,"2,327"
2017,ACT,First time mothers by age,,25 to 29,720,30.9,3.1,29.1,32.8,"2,327"
2017,ACT,First time mothers by age,,30 to 34,908,39,2.6,37,41,"2,327"
2017,ACT,First time mothers by age,,35 to 39,339,14.6,5,13.1,16,"2,327"
2017,ACT,First time mothers by age,,40+,74,3.2,11.4,2.5,3.9,"2,327"
2018,ACT,First time mothers by age,,15 to 19,41,1.8,15.5,1.3,2.4,"2,275"
2018,ACT,First time mothers by age,,20 to 24,244,10.7,6,9.4,12,"2,275"
2018,ACT,First time mothers by age,,25 to 29,688,30.2,3.2,28.4,32.1,"2,275"
2018,ACT,First time mothers by age,,30 to 34,891,39.2,2.6,37.2,41.2,"2,275"
2018,ACT,First time mothers by age,,35 to 39,341,15,5,13.5,16.5,"2,275"
2018,ACT,First time mothers by age,,40+,70,3.1,11.8,2.4,3.8,"2,275"
2019,ACT,First time mothers by age,,15 to 19,64,2.8,12.3,2.1,3.4,"2,323"
2019,ACT,First time mothers by age,,20 to 24,211,9.1,6.6,7.9,10.2,"2,323"
2019,ACT,First time mothers by age,,25 to 29,695,29.9,3.2,28.1,31.8,"2,323"
2019,ACT,First time mothers by age,,30 to 34,888,38.2,2.6,36.2,40.2,"2,323"
2019,ACT,First time mothers by age,,35 to 39,382,16.4,4.7,14.9,18,"2,323"
2019,ACT,First time mothers by age,,40+,83,3.6,10.8,2.8,4.3,"2,323"
2020,ACT,First time mothers by age,,15 to 19,39,1.7,15.9,1.1,2.2,"2,363"
2020,ACT,First time mothers by age,,20 to 24,197,8.3,6.8,7.2,9.4,"2,363"
2020,ACT,First time mothers by age,,25 to 29,693,29.3,3.2,27.5,31.2,"2,363"
2020,ACT,First time mothers by age,,30 to 34,982,41.6,2.4,39.6,43.5,"2,363"
2020,ACT,First time mothers by age,,35 to 39,361,15.3,4.8,13.8,16.7,"2,363"
2020,ACT,First time mothers by age,,40+,91,3.9,10.3,3.1,4.6,"2,363"
2001,ACT,First time mothers by method of birth,Unassisted vaginal,0 to 85+,870,51.7,2.4,49.3,54.1,"1,682"
2001,ACT,First time mothers by method of birth,Instrumental vaginal,0 to 85+,404,24,4.3,22,26.1,"1,682"
2001,ACT,First time mothers by method of birth,Caesarean section,0 to 85+,408,24.3,4.3,22.2,26.3,"1,682"
2002,ACT,First time mothers by method of birth,Unassisted vaginal,0 to 85+,911,50.3,2.3,48,52.6,"1,812"
2002,ACT,First time mothers by method of birth,Instrumental vaginal,0 to 85+,439,24.2,4.2,22.2,26.2,"1,812"
2002,ACT,First time mothers by method of birth,Caesarean section,0 to 85+,462,25.5,4,23.5,27.5,"1,812"
2003,ACT,First time mothers by method of birth,Unassisted vaginal,0 to 85+,905,48.6,2.4,46.3,50.8,"1,864"
2003,ACT,First time mothers by method of birth,Instrumental vaginal,0 to 85+,470,25.2,4,23.2,27.2,"1,864"
2003,ACT,First time mothers by method of birth,Caesarean section,0 to 85+,489,26.2,3.9,24.2,28.2,"1,864"
2004,ACT,First time mothers by method of birth,Unassisted vaginal,0 to 85+,836,46.6,2.5,44.3,48.9,"1,793"
2004,ACT,First time mothers by method of birth,Instrumental vaginal,0 to 85+,454,25.3,4.1,23.3,27.3,"1,793"
2004,ACT,First time mothers by method of birth,Caesarean section,0 to 85+,503,28.1,3.8,26,30.1,"1,793"
2005,ACT,First time mothers by method of birth,Unassisted vaginal,0 to 85+,877,48.2,2.4,45.9,50.5,"1,818"
2005,ACT,First time mothers by method of birth,Instrumental vaginal,0 to 85+,409,22.5,4.4,20.6,24.4,"1,818"
2005,ACT,First time mothers by method of birth,Caesarean section,0 to 85+,532,29.3,3.6,27.2,31.4,"1,818"
2006,ACT,First time mothers by method of birth,Unassisted vaginal,0 to 85+,952,47.8,2.3,45.6,50,"1,992"
2006,ACT,First time mothers by method of birth,Instrumental vaginal,0 to 85+,443,22.2,4.2,20.4,24.1,"1,992"
2006,ACT,First time mothers by method of birth,Caesarean section,0 to 85+,597,30,3.4,28,32,"1,992"
2007,ACT,First time mothers by method of birth,Unassisted vaginal,0 to 85+,993,48.6,2.3,46.4,50.8,"2,043"
2007,ACT,First time mothers by method of birth,Instrumental vaginal,0 to 85+,462,22.6,4.1,20.8,24.4,"2,043"
2007,ACT,First time mothers by method of birth,Caesarean section,0 to 85+,588,28.8,3.5,26.8,30.7,"2,043"
2008,ACT,First time mothers by method of birth,Unassisted vaginal,0 to 85+,"1,006",48.9,2.3,46.7,51,"2,058"
2008,ACT,First time mothers by method of birth,Instrumental vaginal,0 to 85+,476,23.1,4,21.3,25,"2,058"
2008,ACT,First time mothers by method of birth,Caesarean section,0 to 85+,576,28,3.5,26,29.9,"2,058"
2009,ACT,First time mothers by method of birth,Unassisted vaginal,0 to 85+,"1,078",49.5,2.2,47.4,51.6,"2,178"
2009,ACT,First time mothers by method of birth,Instrumental vaginal,0 to 85+,486,22.3,4,20.6,24.1,"2,178"
2009,ACT,First time mothers by method of birth,Caesarean section,0 to 85+,614,28.2,3.4,26.3,30.1,"2,178"
2010,ACT,First time mothers by method of birth,Unassisted vaginal,0 to 85+,963,45,2.4,42.8,47.1,"2,142"
2010,ACT,First time mothers by method of birth,Instrumental vaginal,0 to 85+,494,23.1,3.9,21.3,24.8,"2,142"
2010,ACT,First time mothers by method of birth,Caesarean section,0 to 85+,685,32,3.2,30,34,"2,142"
2011,ACT,First time mothers by method of birth,Unassisted vaginal,0 to 85+,913,41.8,2.5,39.8,43.9,"2,183"
2011,ACT,First time mothers by method of birth,Instrumental vaginal,0 to 85+,522,23.9,3.8,22.1,25.7,"2,183"
2011,ACT,First time mothers by method of birth,Caesarean section,0 to 85+,748,34.3,3,32.3,36.3,"2,183"
2012,ACT,First time mothers by method of birth,Unassisted vaginal,0 to 85+,"1,002",41.8,2.4,39.8,43.8,"2,398"
2012,ACT,First time mothers by method of birth,Instrumental vaginal,0 to 85+,608,25.4,3.5,23.6,27.1,"2,398"
2012,ACT,First time mothers by method of birth,Caesarean section,0 to 85+,788,32.9,2.9,31,34.7,"2,398"
2013,ACT,First time mothers by method of birth,Unassisted vaginal,0 to 85+,"1,028",42.3,2.4,40.3,44.2,"2,433"
2013,ACT,First time mothers by method of birth,Instrumental vaginal,0 to 85+,601,24.7,3.5,23,26.4,"2,433"
2013,ACT,First time mothers by method of birth,Caesarean section,0 to 85+,804,33,2.9,31.2,34.9,"2,433"
2014,ACT,First time mothers by method of birth,Unassisted vaginal,0 to 85+,"1,092",43.4,2.3,41.5,45.3,"2,516"
2014,ACT,First time mothers by method of birth,Instrumental vaginal,0 to 85+,648,25.8,3.4,24,27.5,"2,516"
2014,ACT,First time mothers by method of birth,Caesarean section,0 to 85+,776,30.8,3,29,32.6,"2,516"
2015,ACT,First time mothers by method of birth,Unassisted vaginal,0 to 85+,"1,089",44.5,2.3,42.6,46.5,"2,445"
2015,ACT,First time mothers by method of birth,Instrumental vaginal,0 to 85+,586,24,3.6,22.3,25.7,"2,445"
2015,ACT,First time mothers by method of birth,Caesarean section,0 to 85+,770,31.5,3,29.6,33.3,"2,445"
2016,ACT,First time mothers by method of birth,Unassisted vaginal,0 to 85+,"1,017",41.2,2.4,39.3,43.2,"2,466"
2016,ACT,First time mothers by method of birth,Instrumental vaginal,0 to 85+,666,27,3.3,25.2,28.8,"2,466"
2016,ACT,First time mothers by method of birth,Caesarean section,0 to 85+,783,31.8,3,29.9,33.6,"2,466"
2017,ACT,First time mothers by method of birth,Unassisted vaginal,0 to 85+,944,40.6,2.5,38.6,42.6,"2,327"
2017,ACT,First time mothers by method of birth,Instrumental vaginal,0 to 85+,594,25.5,3.5,23.8,27.3,"2,327"
2017,ACT,First time mothers by method of birth,Caesarean section,0 to 85+,789,33.9,2.9,32,35.8,"2,327"
2018,ACT,First time mothers by method of birth,Unassisted vaginal,0 to 85+,844,37.1,2.7,35.1,39.1,"2,275"
2018,ACT,First time mothers by method of birth,Instrumental vaginal,0 to 85+,617,27.1,3.4,25.3,29,"2,275"
2018,ACT,First time mothers by method of birth,Caesarean section,0 to 85+,814,35.8,2.8,33.8,37.8,"2,275"
2019,ACT,First time mothers by method of birth,Unassisted vaginal,0 to 85+,909,39.1,2.6,37.2,41.1,"2,323"
2019,ACT,First time mothers by method of birth,Instrumental vaginal,0 to 85+,571,24.6,3.6,22.8,26.3,"2,323"
2019,ACT,First time mothers by method of birth,Caesarean section,0 to 85+,843,36.3,2.7,34.3,38.2,"2,323"
2020,ACT,First time mothers by method of birth,Unassisted vaginal,0 to 85+,786,33.3,2.9,31.4,35.2,"2,363"
2020,ACT,First time mothers by method of birth,Instrumental vaginal,0 to 85+,586,24.8,3.6,23.1,26.5,"2,363"
2020,ACT,First time mothers by method of birth,Caesarean section,0 to 85+,991,41.9,2.4,40,43.9,"2,363"
2001,ACT,First time mothers by onset of labour,Spontaneous onset of labour,0 to 85+,"1,149",68.3,1.7,66.1,70.5,"1,682"
2001,ACT,First time mothers by onset of labour,Induced onset of labour,0 to 85+,386,22.9,4.5,20.9,25,"1,682"
2001,ACT,First time mothers by onset of labour,No labour,0 to 85+,147,8.7,7.9,7.4,10.1,"1,682"
2002,ACT,First time mothers by onset of labour,Spontaneous onset of labour,0 to 85+,"1,205",66.5,1.7,64.3,68.7,"1,812"
2002,ACT,First time mothers by onset of labour,Induced onset of labour,0 to 85+,451,24.9,4.1,22.9,26.9,"1,812"
2002,ACT,First time mothers by onset of labour,No labour,0 to 85+,156,8.6,7.7,7.3,9.9,"1,812"
2003,ACT,First time mothers by onset of labour,Spontaneous onset of labour,0 to 85+,"1,229",65.9,1.7,63.8,68.1,"1,864"
2003,ACT,First time mothers by onset of labour,Induced onset of labour,0 to 85+,465,24.9,4,23,26.9,"1,864"
2003,ACT,First time mothers by onset of labour,No labour,0 to 85+,170,9.1,7.3,7.8,10.4,"1,864"
2004,ACT,First time mothers by onset of labour,Spontaneous onset of labour,0 to 85+,"1,251",69.8,1.6,67.7,71.9,"1,792"
2004,ACT,First time mothers by onset of labour,Induced onset of labour,0 to 85+,359,20,4.7,18.2,21.9,"1,792"
2004,ACT,First time mothers by onset of labour,No labour,0 to 85+,182,10.2,7,8.8,11.6,"1,792"
2005,ACT,First time mothers by onset of labour,Spontaneous onset of labour,0 to 85+,"1,177",64.7,1.7,62.6,66.9,"1,818"
2005,ACT,First time mothers by onset of labour,Induced onset of labour,0 to 85+,417,22.9,4.3,21,24.9,"1,818"
2005,ACT,First time mothers by onset of labour,No labour,0 to 85+,224,12.3,6.3,10.8,13.8,"1,818"
2006,ACT,First time mothers by onset of labour,Spontaneous onset of labour,0 to 85+,"1,321",66.3,1.6,64.2,68.4,"1,992"
2006,ACT,First time mothers by onset of labour,Induced onset of labour,0 to 85+,443,22.2,4.2,20.4,24.1,"1,992"
2006,ACT,First time mothers by onset of labour,No labour,0 to 85+,228,11.4,6.2,10,12.8,"1,992"
2007,ACT,First time mothers by onset of labour,Spontaneous onset of labour,0 to 85+,"1,346",65.9,1.6,63.8,67.9,"2,043"
2007,ACT,First time mothers by onset of labour,Induced onset of labour,0 to 85+,489,23.9,3.9,22.1,25.8,"2,043"
2007,ACT,First time mothers by onset of labour,No labour,0 to 85+,208,10.2,6.6,8.9,11.5,"2,043"
2008,ACT,First time mothers by onset of labour,Spontaneous onset of labour,0 to 85+,"1,341",65.2,1.6,63.1,67.2,"2,058"
2008,ACT,First time mothers by onset of labour,Induced onset of labour,0 to 85+,501,24.3,3.9,22.5,26.2,"2,058"
2008,ACT,First time mothers by onset of labour,No labour,0 to 85+,216,10.5,6.4,9.2,11.8,"2,058"
2009,ACT,First time mothers by onset of labour,Spontaneous onset of labour,0 to 85+,"1,429",65.6,1.6,63.6,67.6,"2,178"
2009,ACT,First time mothers by onset of labour,Induced onset of labour,0 to 85+,533,24.5,3.8,22.7,26.3,"2,178"
2009,ACT,First time mothers by onset of labour,No labour,0 to 85+,216,9.9,6.5,8.7,11.2,"2,178"
2010,ACT,First time mothers by onset of labour,Spontaneous onset of labour,0 to 85+,"1,416",66.1,1.5,64.1,68.1,"2,142"
2010,ACT,First time mothers by onset of labour,Induced onset of labour,0 to 85+,528,24.6,3.8,22.8,26.5,"2,142"
2010,ACT,First time mothers by onset of labour,No labour,0 to 85+,198,9.2,6.8,8,10.5,"2,142"
2011,ACT,First time mothers by onset of labour,Spontaneous onset of labour,0 to 85+,"1,347",61.7,1.7,59.7,63.7,"2,183"
2011,ACT,First time mothers by onset of labour,Induced onset of labour,0 to 85+,593,27.2,3.5,25.3,29,"2,183"
2011,ACT,First time mothers by onset of labour,No labour,0 to 85+,243,11.1,6,9.8,12.4,"2,183"
2012,ACT,First time mothers by onset of labour,Spontaneous onset of labour,0 to 85+,"1,474",61.5,1.6,59.5,63.4,"2,398"
2012,ACT,First time mothers by onset of labour,Induced onset of labour,0 to 85+,656,27.4,3.3,25.6,29.1,"2,398"
2012,ACT,First time mothers by onset of labour,No labour,0 to 85+,268,11.2,5.8,9.9,12.4,"2,398"
2013,ACT,First time mothers by onset of labour,Spontaneous onset of labour,0 to 85+,"1,435",59,1.7,57,60.9,"2,433"
2013,ACT,First time mothers by onset of labour,Induced onset of labour,0 to 85+,723,29.7,3.1,27.9,31.5,"2,433"
2013,ACT,First time mothers by onset of labour,No labour,0 to 85+,275,11.3,5.7,10,12.6,"2,433"
2014,ACT,First time mothers by onset of labour,Spontaneous onset of labour,0 to 85+,"1,482",58.9,1.7,57,60.8,"2,515"
2014,ACT,First time mothers by onset of labour,Induced onset of labour,0 to 85+,742,29.5,3.1,27.7,31.3,"2,515"
2014,ACT,First time mothers by onset of labour,No labour,0 to 85+,291,11.6,5.5,10.3,12.8,"2,515"
